"Person.ID.1","Role.1","Year.of.Birth.1","Country.of.Birth.1","Home.Language.1","Dept.No..1","Faculty.No..1","With.PHD.1","No..of.Years.in.Uni.at.Time.of.Grant.1","Number.of.Successful.Grant.1","Number.of.Unsuccessful.Grant.1","A..1","A.1","B.1","C.1","index","age","y"
"63167","CHIEF_INVESTIGATOR",1940,"New Zealand","OtherNA","653","7","OtherNA","Less than 0",2,2,2,12,7,9,52250,67,"1"
"Other","CHIEF_INVESTIGATOR",1945,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,5,4,1,2,52249,62,"0"
"79057","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2603","25","OtherNA",">5 to 10",2,0,2,3,2,0,52250,52,"1"
"67847","CHIEF_INVESTIGATOR",1955,"Great Britain","OtherNA","Other","25","No","more than 15",1,1,1,37,23,12,52249,52,"0"
"39647","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","19","No",">=0 to 5",4,2,2,18,11,10,52249,37,"1"
"64807","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3198","31","No","more than 15",5,1,19,8,19,8,52249,47,"1"
"Other","CHIEF_INVESTIGATOR",1960,"Asia Pacific","OtherNA","2523","25","No",">5 to 10",3,6,6,3,9,3,52249,47,"0"
"19602","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","Other","25","OtherNA","more than 15",2,0,6,11,9,6,52249,62,"0"
"Other","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,2,6,2,2,52249,47,"0"
"79192","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","No","more than 15",5,11,51,81,32,6,52250,57,"0"
"85862","CHIEF_INVESTIGATOR",1950,"Western Europe","OtherNA","Other","25","OtherNA",">=0 to 5",8,13,0,5,14,6,52249,57,"0"
"85862","CHIEF_INVESTIGATOR",1950,"Western Europe","OtherNA","Other","25","OtherNA",">=0 to 5",8,13,0,5,14,6,52250,57,"0"
"97182","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","No",">5 to 10",0,2,8,1,4,20,52249,52,"1"
"11327","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No","Less than 0",0,2,2,14,16,16,52250,47,"0"
"Other","PRINCIPAL_SUPERVISOR",1980,"Australia","OtherNA","2533","25","No",">=0 to 5",1,3,0,1,3,0,52249,27,"0"
"79022","CHIEF_INVESTIGATOR",1945,"Western Europe","OtherNA","2713","25","OtherNA","more than 15",3,7,33,41,9,2,52250,62,"0"
"36252","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2973","25","No",">5 to 10",2,20,4,27,13,26,52250,47,"1"
"9107","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2523","25","No",">5 to 10",2,1,2,8,14,8,52249,42,"1"
"78992","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","2763","25","No","more than 15",3,3,8,18,7,8,52249,62,"0"
"85862","CHIEF_INVESTIGATOR",1950,"Western Europe","OtherNA","Other","25","OtherNA",">=0 to 5",8,13,0,5,14,6,52249,57,"0"
"1757","CHIEF_INVESTIGATOR",1950,"Asia Pacific","OtherNA","2923","25","OtherNA","Less than 0",1,8,1,2,11,9,52250,57,"0"
"73087","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2773","25","No",">5 to 10",0,0,15,7,4,4,52249,52,"0"
"Other","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","No","more than 15",0,0,1,18,10,6,52250,57,"0"
"74012","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","No",">5 to 10",1,0,4,13,6,20,52250,52,"0"
"78967","CHIEF_INVESTIGATOR",1955,"Western Europe","OtherNA","Other","25","No","more than 15",4,3,6,7,7,2,52249,52,"0"
"26107","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2558","25","No",">5 to 10",2,4,3,4,7,0,52250,37,"0"
"Other","DELEGATED_RESEARCHER",1955,"Australia","OtherNA","2523","25","No",">=0 to 5",1,0,14,35,10,3,52249,52,"1"
"33167","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2523","25","OtherNA","Less than 0",0,5,14,7,4,4,52249,47,"0"
"683982","CHIEF_INVESTIGATOR",1965,"Asia Pacific","OtherNA","2923","25","No","Less than 0",0,1,0,0,13,4,52249,42,"1"
"79192","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","No","more than 15",5,11,51,81,32,6,52249,57,"0"
"68692","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","2553","25","No","more than 15",1,3,3,5,11,2,52249,57,"0"
"24017","PRINCIPAL_SUPERVISOR",1970,"Australia","OtherNA","2603","25","No",">5 to 10",3,1,7,3,8,0,52249,37,"1"
"79247","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","25","OtherNA","more than 15",0,0,0,10,10,6,52250,57,"0"
"66077","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1258","34","No","more than 15",0,0,3,37,12,2,52249,47,"0"
"66077","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1258","34","No","more than 15",0,0,3,37,12,2,52250,47,"0"
"73757","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2923","25","No",">5 to 10",2,3,4,5,13,5,52249,42,"0"
"77242","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2563","25","OtherNA",">10 to 15",0,1,0,0,1,0,52249,57,"0"
"80197","CHIEF_INVESTIGATOR",1950,"Australia","English","3123","31","No",">5 to 10",3,4,12,1,8,0,52249,57,"0"
"64277","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2973","25","No","more than 15",0,1,23,15,8,6,52249,57,"1"
"63507","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","64","No","more than 15",1,0,5,18,12,3,52249,57,"1"
"79192","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","No","more than 15",5,11,51,81,32,6,52250,57,"0"
"79192","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","No","more than 15",5,11,51,81,32,6,52250,57,"1"
"79192","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","No","more than 15",5,11,51,81,32,6,52250,57,"1"
"66077","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1258","34","No","more than 15",0,0,3,37,12,2,52249,47,"0"
"31607","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","1258","34","OtherNA","OtherNA",0,2,1,2,1,0,52250,32,"0"
"692407","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","Other","25","OtherNA",">=0 to 5",1,0,0,0,0,0,52249,47,"1"
"66077","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1258","34","No","more than 15",0,0,3,37,12,2,52249,47,"0"
"39647","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","19","No",">5 to 10",4,2,3,20,14,14,52250,37,"1"
"33202","CHIEF_INVESTIGATOR",1965,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,1,1,6,0,52250,42,"1"
"11327","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No","Less than 0",0,2,5,19,20,19,52249,47,"1"
"64807","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3198","31","No","more than 15",5,1,20,10,19,8,52250,47,"1"
"Other","PRINCIPAL_SUPERVISOR",1960,"Australia","OtherNA","2498","25","OtherNA",">=0 to 5",1,2,3,3,1,4,52249,47,"1"
"Other","PRINCIPAL_SUPERVISOR",1960,"Australia","OtherNA","2498","25","OtherNA",">=0 to 5",1,2,3,3,1,4,52250,47,"1"
"23342","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">5 to 10",3,1,6,2,17,12,52250,47,"1"
"65957","CHIEF_INVESTIGATOR",1950,"New Zealand","OtherNA","2558","25","No","more than 15",0,1,3,20,23,9,52249,57,"1"
"79532","CHIEF_INVESTIGATOR",1950,"Australia","English","2298","46","No","more than 15",0,0,0,6,8,7,52250,57,"1"
"27707","CHIEF_INVESTIGATOR",1970,"Asia Pacific","OtherNA","2153","19","No",">5 to 10",1,0,16,7,0,2,52250,37,"1"
"74722","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","3048","31","No",">10 to 15",2,0,24,9,11,3,52249,47,"1"
"73027","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","3508","4","OtherNA","more than 15",1,1,0,1,0,2,52249,52,"0"
"657802","CHIEF_INVESTIGATOR",1975,"OtherNA","OtherNA","4323","25","No",">=0 to 5",0,1,0,0,0,0,52250,32,"1"
"81772","CHIEF_INVESTIGATOR",1940,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,2,10,0,52250,67,"1"
"64277","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2973","25","No","more than 15",0,1,25,16,12,6,52250,57,"0"
"Other","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,3,11,2,2,52250,47,"1"
"32822","PRINCIPAL_SUPERVISOR",1960,"Australia","OtherNA","2563","25","No",">5 to 10",1,1,4,80,7,1,52249,47,"0"
"76432","CHIEF_INVESTIGATOR",1960,"Australia","English","2653","25","OtherNA",">5 to 10",1,0,29,21,11,8,52250,47,"0"
"Other","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,52250,37,"1"
"Other","CHIEF_INVESTIGATOR",1980,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,52249,27,"1"
"Other","CHIEF_INVESTIGATOR",1960,"Australia","English","1033","1","No",">10 to 15",0,3,0,0,2,5,52250,47,"0"
"Other","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,52249,37,"0"
"765697","CHIEF_INVESTIGATOR",1980,"OtherNA","OtherNA","3273","31","No",">=0 to 5",2,1,0,0,2,0,52249,27,"1"
"81772","CHIEF_INVESTIGATOR",1940,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,2,10,0,52250,67,"1"
"78762","PRINCIPAL_SUPERVISOR",1960,"Australia","OtherNA","Other","25","No",">5 to 10",2,7,17,5,11,2,52250,47,"0"
"34502","CHIEF_INVESTIGATOR",1970,"Australia","English","2553","25","No",">5 to 10",0,2,8,0,2,5,52249,37,"0"
"557","PRINCIPAL_SUPERVISOR",1960,"Australia","OtherNA","Other","25","OtherNA","Less than 0",1,1,3,14,8,9,52249,47,"1"
"70602","DELEGATED_RESEARCHER",1965,"Australia","OtherNA","2523","25","No",">5 to 10",1,0,6,3,13,11,52250,42,"0"
"301472","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2533","25","No",">=0 to 5",7,5,10,52,69,25,52250,57,"0"
"878457","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,52249,47,"0"
"74947","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","7","No",">5 to 10",2,0,0,3,1,7,52250,42,"0"
"381382","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2923","25","No",">=0 to 5",1,1,0,0,3,3,52249,52,"0"
"362","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2548","25","No",">10 to 15",0,0,0,0,0,1,52249,47,"0"
"12177","CHIEF_INVESTIGATOR",1960,"OtherNA","OtherNA","2563","25","OtherNA",">=0 to 5",0,0,10,5,8,2,52250,47,"0"
"7947","CHIEF_INVESTIGATOR",1960,"Asia Pacific","OtherNA","3048","31","No",">10 to 15",7,1,30,16,4,4,52250,47,"1"
"690307","CHIEF_INVESTIGATOR",1980,"Great Britain","OtherNA","2053","19","No",">=0 to 5",1,2,2,4,1,0,52250,27,"1"
"9757","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">10 to 15",0,1,14,14,9,4,52249,47,"0"
"397672","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","No",">=0 to 5",0,1,5,11,1,0,52250,42,"1"
"Other","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","3048","31","No","more than 15",1,0,12,3,21,2,52250,57,"1"
"80137","DELEGATED_RESEARCHER",1950,"Australia","OtherNA","Other","19","No","more than 15",1,0,7,14,2,3,52249,57,"1"
"64867","PRINCIPAL_SUPERVISOR",1945,"Australia","OtherNA","Other","31","No","more than 15",5,4,7,39,11,6,52250,62,"0"
"74142","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2103","19","No",">5 to 10",2,5,2,1,7,0,52249,37,"1"
"74142","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2103","19","No",">5 to 10",2,5,2,1,7,0,52250,37,"1"
"1737","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2533","25","No",">5 to 10",4,4,10,26,15,14,52250,42,"0"
"493767","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2538","25","No",">=0 to 5",1,2,3,3,3,1,52249,42,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","1033","1","OtherNA","OtherNA",0,0,0,2,4,1,52250,37,"0"
"70602","DELEGATED_RESEARCHER",1965,"Australia","OtherNA","2523","25","No",">5 to 10",2,0,6,3,13,11,52250,42,"0"
"4572","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","2713","25","OtherNA",">10 to 15",0,0,8,38,8,8,52249,52,"0"
"66077","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1258","34","No","more than 15",0,1,3,42,14,2,52249,47,"0"
"763997","CHIEF_INVESTIGATOR",1970,"Middle East and Africa","OtherNA","3508","4","No",">=0 to 5",1,0,1,2,1,1,52249,37,"0"
"987","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","Other","7","No",">10 to 15",1,0,0,12,12,1,52249,62,"0"
"649042","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","2523","25","No",">=0 to 5",4,2,3,0,4,3,52250,32,"0"
"13522","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2533","25","OtherNA",">10 to 15",0,0,0,4,3,0,52250,42,"0"
"1737","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2533","25","No",">5 to 10",4,4,10,26,15,14,52249,42,"0"
"67037","CHIEF_INVESTIGATOR",1950,"Eastern Europe","OtherNA","2563","25","No","more than 15",7,16,6,6,22,7,52249,57,"1"
"79652","CHIEF_INVESTIGATOR",1950,"Asia Pacific","OtherNA","2498","25","No","more than 15",0,4,2,3,9,7,52250,57,"1"
"73017","CHIEF_INVESTIGATOR",1960,"The Americas","OtherNA","2103","19","No","more than 15",2,8,7,2,5,8,52250,47,"0"
"Other","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2538","25","No",">=0 to 5",5,2,6,16,6,6,52250,47,"0"
"489582","CHIEF_INVESTIGATOR",1975,"Great Britain","OtherNA","3048","31","No",">=0 to 5",2,2,17,2,4,1,52249,32,"0"
"493697","CHIEF_INVESTIGATOR",1960,"Asia Pacific","OtherNA","2178","19","No",">=0 to 5",4,2,18,24,4,4,52250,47,"0"
"Other","CHIEF_INVESTIGATOR",1980,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,52250,27,"0"
"76432","CHIEF_INVESTIGATOR",1960,"Australia","English","2653","25","OtherNA",">5 to 10",2,1,29,21,11,8,52250,47,"0"
"Other","CHIEF_INVESTIGATOR",1930,"Australia","OtherNA","2653","25","OtherNA",">5 to 10",1,0,7,5,2,2,52249,77,"1"
"Other","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","1033","1","No",">5 to 10",0,0,1,4,7,7,52250,37,"0"
"Other","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2778","25","No",">10 to 15",0,0,3,4,68,38,52250,57,"0"
"21132","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">5 to 10",2,0,22,25,11,15,52249,47,"0"
"55437","CHIEF_INVESTIGATOR",1940,"Great Britain","OtherNA","Other","25","No",">=0 to 5",3,11,5,6,3,1,52249,67,"0"
"1737","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2533","25","No",">5 to 10",4,5,10,26,15,14,52250,42,"0"
"Other","DELEGATED_RESEARCHER",1955,"Australia","OtherNA","2523","25","No",">=0 to 5",1,0,23,42,11,5,52249,52,"0"
"36252","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2973","25","No",">5 to 10",3,24,4,38,15,42,52250,47,"0"
"68692","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","2553","25","No","more than 15",1,4,4,6,12,3,52249,57,"1"
"72987","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","No",">=0 to 5",2,0,14,34,9,10,52249,52,"1"
"43882","CHIEF_INVESTIGATOR",1975,"Australia","OtherNA","Other","25","No",">=0 to 5",1,11,6,19,7,8,52250,32,"0"
"886577","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,52249,37,"0"
"1757","CHIEF_INVESTIGATOR",1950,"Asia Pacific","OtherNA","2923","25","OtherNA","Less than 0",3,11,1,3,11,10,52250,57,"0"
"493697","CHIEF_INVESTIGATOR",1960,"Asia Pacific","OtherNA","2178","19","No",">=0 to 5",4,2,18,24,4,4,52249,47,"0"
"65957","CHIEF_INVESTIGATOR",1950,"New Zealand","OtherNA","2558","25","No","more than 15",0,1,3,20,23,9,52250,57,"0"
"Other","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","No","more than 15",0,0,2,27,12,8,52250,57,"1"
"120047","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2713","25","OtherNA",">=0 to 5",1,1,0,3,1,1,52250,47,"0"
"89127","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2533","25","No",">5 to 10",0,1,0,8,10,10,52250,37,"0"
"10662","CHIEF_INVESTIGATOR",1955,"Australia","English","1258","34","No",">10 to 15",2,4,2,4,9,0,52250,52,"1"
"74827","CHIEF_INVESTIGATOR",1955,"Australia","English","Other","25","No",">10 to 15",0,3,24,46,22,6,52250,52,"0"
"78822","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2678","25","OtherNA","Less than 0",1,1,1,2,10,1,52249,57,"0"
"20007","PRINCIPAL_SUPERVISOR",1955,"Australia","OtherNA","2713","25","OtherNA","more than 15",1,0,4,3,8,1,52250,52,"0"
"886577","CHIEF_INVESTIGATOR",1970,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,0,52250,37,"0"
"2712","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2563","25","No",">10 to 15",3,11,23,46,39,24,52249,42,"1"
"79192","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","2523","25","No","more than 15",8,15,60,95,38,10,52249,57,"1"
"68512","CHIEF_INVESTIGATOR",1945,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,1,0,52250,62,"0"
"9217","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","2533","25","No","more than 15",0,0,4,6,19,19,52250,62,"1"
"Other","PRINCIPAL_SUPERVISOR",1980,"Australia","OtherNA","2533","25","No",">=0 to 5",2,4,0,1,5,0,52249,27,"0"
"36252","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","2973","25","No",">5 to 10",3,24,4,38,15,42,52250,47,"0"
"Other","CHIEF_INVESTIGATOR",1960,"North America","OtherNA","Other","25","OtherNA",">=0 to 5",0,0,2,2,5,7,52250,47,"0"
"67847","CHIEF_INVESTIGATOR",1955,"Great Britain","OtherNA","Other","25","No","more than 15",1,1,1,42,25,13,52249,52,"1"
"140282","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","7","No",">=0 to 5",1,1,9,18,28,1,52250,52,"1"
"70832","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","31","No","more than 15",1,2,18,22,15,4,52250,52,"1"
"8067","CHIEF_INVESTIGATOR",1960,"Western Europe","Other","1998","19","No",">10 to 15",0,3,9,15,7,5,52249,47,"1"
"66077","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","1258","34","No","more than 15",0,1,3,42,14,2,52249,47,"0"
"68377","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","No","more than 15",0,0,11,17,3,5,52250,52,"1"
"28607","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","2763","25","No",">5 to 10",4,4,6,25,14,14,52249,42,"1"
"9217","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","2533","25","No","more than 15",0,0,4,6,19,19,52249,62,"0"
"493697","CHIEF_INVESTIGATOR",1960,"Asia Pacific","OtherNA","2178","19","No",">=0 to 5",4,2,18,24,4,4,52249,47,"0"
"60517","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","1098","1","No",">5 to 10",3,9,1,18,3,0,52250,42,"0"
"79652","CHIEF_INVESTIGATOR",1950,"Asia Pacific","OtherNA","2498","25","No","more than 15",1,4,2,3,9,7,52249,57,"1"
"25217","CHIEF_INVESTIGATOR",1965,"Great Britain","OtherNA","2563","25","No",">5 to 10",3,5,16,14,7,2,52250,42,"1"
"73757","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2923","25","No",">10 to 15",3,5,6,6,18,8,52249,42,"1"
"73757","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","2923","25","No",">10 to 15",3,5,6,6,18,8,52250,42,"1"
"4992","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">10 to 15",0,2,8,31,16,19,52249,47,"0"
"74827","CHIEF_INVESTIGATOR",1955,"Australia","English","Other","25","No",">10 to 15",0,3,24,46,22,6,52250,52,"1"
"89127","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","2533","25","No",">5 to 10",0,1,0,8,10,10,52250,37,"0"
"537","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","No",">10 to 15",2,0,9,9,13,2,69666,42,"1"
"78817","CHIEF_INVESTIGATOR",1950,"Western Europe","OtherNA","Other","25","No","more than 15",2,0,4,8,6,2,69666,57,"1"
"65652","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">10 to 15",0,0,13,2,0,1,69666,52,"1"
"15287","CHIEF_INVESTIGATOR",1970,"North America","OtherNA","Other","25","No",">=0 to 5",1,1,1,7,4,0,69665,37,"0"
"63562","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","Other","25","OtherNA","Less than 0",1,1,0,2,5,2,69666,67,"0"
"4992","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">5 to 10",0,0,4,19,9,13,69666,47,"1"
"77832","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","Other","No",">5 to 10",0,0,6,4,2,2,69666,37,"1"
"82427","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","7","OtherNA","more than 15",0,0,0,0,0,0,69665,52,"0"
"33152","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","25","OtherNA","Less than 0",0,0,2,6,3,5,69665,57,"1"
"Other","CHIEF_INVESTIGATOR",1965,"Asia Pacific","OtherNA","Other","19","OtherNA","Less than 0",0,0,0,2,1,1,69666,42,"0"
"23997","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","OtherNA","Less than 0",1,0,13,8,3,0,69665,42,"1"
"9672","PRINCIPAL_SUPERVISOR",1950,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,0,0,0,1,69666,57,"1"
"6562","CHIEF_INVESTIGATOR",1955,"South Africa","English","Other","19","OtherNA","Less than 0",0,0,26,7,11,4,69666,52,"1"
"76297","PRINCIPAL_SUPERVISOR",1960,"Australia","OtherNA","Other","25","No",">5 to 10",0,0,18,16,7,1,69665,47,"1"
"76297","PRINCIPAL_SUPERVISOR",1960,"Australia","OtherNA","Other","25","No",">10 to 15",0,0,20,22,11,2,69666,47,"1"
"4992","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">10 to 15",0,0,5,27,9,16,69666,47,"1"
"9107","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","No",">5 to 10",0,0,2,5,12,3,69665,42,"1"
"73757","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","No",">5 to 10",0,0,3,5,9,3,69665,42,"1"
"23997","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","OtherNA","Less than 0",2,0,17,10,5,0,69665,42,"1"
"64357","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","No",">5 to 10",0,0,3,7,13,5,69666,42,"0"
"82482","CHIEF_INVESTIGATOR",1955,"OtherNA","OtherNA","Other","Other","OtherNA","OtherNA",0,0,1,2,1,2,69665,52,"0"
"55437","CHIEF_INVESTIGATOR",1940,"Great Britain","OtherNA","Other","25","No","Less than 0",0,6,4,1,3,1,69665,67,"0"
"36252","CHIEF_INVESTIGATOR",1960,"Australia","OtherNA","Other","25","No",">=0 to 5",0,6,2,23,10,20,69665,47,"0"
"431937","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","31","No",">=0 to 5",0,0,3,6,15,1,69666,52,"0"
"74002","CHIEF_INVESTIGATOR",1950,"Australia","English","Other","1","OtherNA","Less than 0",0,1,0,0,0,5,69665,57,"0"
"10987","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","46","No","Less than 0",0,0,0,0,1,0,69666,57,"1"
"Other","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","19","No","more than 15",0,0,0,2,1,1,69665,57,"0"
"79192","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","25","No","more than 15",2,4,42,55,18,4,69666,57,"0"
"Other","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","Other","7","OtherNA",">=0 to 5",0,0,5,36,21,10,69665,67,"0"
"79142","CHIEF_INVESTIGATOR",1940,"Australia","OtherNA","Other","25","No","more than 15",1,2,11,12,5,0,69665,67,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","25","No",">=0 to 5",1,2,1,7,5,0,69666,37,"1"
"19287","CHIEF_INVESTIGATOR",1950,"Australia","OtherNA","Other","25","No",">5 to 10",2,0,5,4,3,2,69665,57,"0"
"Other","CHIEF_INVESTIGATOR",1970,"Great Britain","OtherNA","Other","25","No",">=0 to 5",1,2,1,7,5,0,69666,37,"1"
"76432","CHIEF_INVESTIGATOR",1960,"Australia","English","Other","25","OtherNA",">=0 to 5",1,0,26,15,9,6,69666,47,"1"
"79122","PRINCIPAL_SUPERVISOR",1950,"Australia","OtherNA","Other","25","OtherNA","more than 15",0,1,53,14,10,9,69665,57,"1"
"82542","CHIEF_INVESTIGATOR",1955,"Australia","OtherNA","Other","25","OtherNA",">10 to 15",1,0,19,10,4,1,69666,52,"1"
"68467","CHIEF_INVESTIGATOR",1950,"Great Britain","OtherNA","Other","25","OtherNA",">5 to 10",2,1,27,6,5,0,69665,57,"1"
"108847","CHIEF_INVESTIGATOR",1945,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",1,0,3,3,5,3,69665,62,"0"
"49532","CHIEF_INVESTIGATOR",1970,"Australia","OtherNA","Other","25","OtherNA",">=0 to 5",1,0,0,1,0,1,69666,37,"0"
"977","CHIEF_INVESTIGATOR",1965,"Australia","OtherNA","Other","25","OtherNA","OtherNA",0,0,4,1,6,3,69665,42,"0"
